1.00E-03,6.24753E-05
2.00E-03,0.000251917
3.00E-03,0.000404074
4.00E-03,0.00025494
5.00E-03,0.000156188
6.00E-03,9.3713E-05
7.00E-03,4.43373E-05
8.00E-03,3.023E-06
9.00E-03,0
1.00E-02,0
1.10E-02,0
1.20E-02,0
1.30E-02,0
1.40E-02,7.05366E-06
1.50E-02,3.12377E-05
1.60E-02,0.000204556
1.70E-02,0.00068219
1.80E-02,0.00158909
1.90E-02,0.003630622
2.00E-02,0.006522624
2.10E-02,0.009890245
2.20E-02,0.014281655
2.30E-02,0.019519504
2.40E-02,0.025148328
2.50E-02,0.029555862
2.60E-02,0.034520633
2.70E-02,0.04002753
2.80E-02,0.044706125
2.90E-02,0.048163429
3.00E-02,0.050511292
3.10E-02,0.052273699
3.20E-02,0.053907127
3.30E-02,0.054490565
3.40E-02,0.054447232
3.50E-02,0.053457707
3.60E-02,0.0512227
3.70E-02,0.049644699
3.80E-02,0.04723738
3.90E-02,0.044487459
4.00E-02,0.041554142
4.10E-02,0.037478134
4.20E-02,0.033137107
4.30E-02,0.028520987
4.40E-02,0.022913323
4.50E-02,0.018836307
4.60E-02,0.013869519
4.70E-02,0.008747551
4.80E-02,0.003511717
4.90E-02,0
